STATE/UT,YEAR,DEMOGRAPHIC PARTICULARS,Male Convicts,Female Convicts,Total Convicts,Male Under trial,Female Under trial,Total Under trial,Male Detenues,Female Detenues,Total Detenues,Male Others,Female Others,Total Others,Total Male,Total Female,Grand Total,grand_total_capita
Assam,2008,Educational Standard - Below Class X,1905,49,1954,2406,95,2501,4,0,4,0,0,0,4315,144,4459,0.00014942528735632183
Assam,2008,Educational Standard - Class X and above but below graduate,505,21,526,720,35,755,2,0,2,0,0,0,1227,56,1283,4.299453771656446e-05
Assam,2008,Educational Standard - Graduate,45,2,47,75,3,78,1,0,1,0,0,0,121,5,126,4.2223786066150595e-06
Assam,2008,Educational Standard - Post-Graduate,5,0,5,9,0,9,0,0,0,0,0,0,14,0,14,4.691531785127844e-07
Assam,2008,Educational Standard - Holding technical degree/diploma etc,6,0,6,8,0,8,0,0,0,0,0,0,14,0,14,4.691531785127844e-07
Assam,2009,Educational Standard - Illiterate,964,34,998,1685,91,1776,2,0,2,0,0,0,2651,125,2776,9.162925798785318e-05
Assam,2009,Educational Standard - Below Class X,1796,51,1847,2137,94,2231,4,2,6,0,0,0,3937,147,4084,0.00013480327435965144
Assam,2009,Educational Standard - Class X and above but below graduate,419,6,425,682,8,690,1,0,1,0,0,0,1102,14,1116,3.683654607869025e-05
Assam,2009,Educational Standard - Graduate,43,1,44,92,10,102,0,0,0,0,0,0,135,11,146,4.8191180353842095e-06
Assam,2009,Educational Standard - Post-Graduate,3,0,3,7,2,9,0,0,0,0,0,0,10,2,12,3.960918933192501e-07
Assam,2009,Educational Standard - Holding technical degree/diploma etc,10,0,10,16,0,16,0,0,0,0,0,0,26,0,26,8.581991021917085e-07
Assam,2010,Educational Standard - Illiterate,858,37,895,1780,87,1867,0,0,0,0,0,0,2638,124,2762,8.981821729374654e-05
Assam,2010,Educational Standard - Below Class X,1607,42,1649,1947,79,2026,2,0,2,0,0,0,3556,121,3677,0.00011957334720822088
Assam,2010,Educational Standard - Class X and above but below graduate,660,18,678,598,9,607,1,0,1,0,0,0,1259,27,1286,4.181977821859452e-05
Assam,2010,Educational Standard - Graduate,28,1,29,147,0,147,0,0,0,0,0,0,175,1,176,5.72339110923222e-06
Assam,2010,Educational Standard - Post-Graduate,6,0,6,5,0,5,0,0,0,0,0,0,11,0,11,3.5771194432701375e-07
Assam,2010,Educational Standard - Holding technical degree/diploma etc,7,0,7,3,0,3,0,0,0,0,0,0,10,0,10,3.251926766609216e-07
Assam,2011,Educational Standard - Illiterate,827,35,862,1851,92,1943,0,0,0,0,0,0,2678,127,2805,8.988656027686983e-05
Assam,2011,Educational Standard - Below Class X,1530,40,1570,2075,104,2179,0,0,0,0,0,0,3605,144,3749,0.0001201371531115811
Assam,2011,Educational Standard - Class X and above but below graduate,653,15,668,721,11,732,0,0,0,0,0,0,1374,26,1400,4.486316733961418e-05
Assam,2011,Educational Standard - Graduate,25,1,26,197,0,197,0,0,0,0,0,0,222,1,223,7.146061654809973e-06
Assam,2011,Educational Standard - Post-Graduate,5,0,5,7,0,7,0,0,0,0,0,0,12,0,12,3.845414343395501e-07
Assam,2011,Educational Standard - Holding technical degree/diploma etc,6,0,6,8,0,8,0,0,0,0,0,0,14,0,14,4.486316733961418e-07
Bihar,2001,Educational Standard - Illiterate,2074,43,2117,16567,310,16877,3,0,3,4,0,4,18648,353,19001,0.00022893046904179568
Bihar,2001,Educational Standard - Below Class X,1122,19,1141,6126,228,6354,2,0,2,6,0,6,7256,247,7503,9.039867950216268e-05
Bihar,2001,Educational Standard - Class X and above but below graduate,1001,16,1017,5031,137,5168,5,0,5,13,0,13,6050,153,6203,7.473584019084567e-05
Bihar,2001,Educational Standard - Graduate,705,0,705,1484,84,1568,2,0,2,9,0,9,2200,84,2284,2.75184038361908e-05
Bihar,2001,Educational Standard - Post-Graduate,64,0,64,688,25,713,0,0,0,5,0,5,757,25,782,9.421800262653767e-06
Bihar,2001,Educational Standard - Holding technical degree/diploma etc,21,0,21,104,9,113,0,0,0,0,0,0,125,9,134,1.6144772828588297e-06
Bihar,2002,Educational Standard - Illiterate,1675,53,1728,13139,640,13779,0,0,0,41,0,41,14855,693,15548,0.00018268338248598855
Bihar,2002,Educational Standard - Below Class X,2343,45,2388,12711,271,12982,12,0,12,50,0,50,15116,316,15432,0.0001813204243969498
Bihar,2002,Educational Standard - Class X and above but below graduate,713,7,720,4034,22,4056,16,0,16,9,0,9,4772,29,4801,5.6410015392026694e-05
Bihar,2002,Educational Standard - Graduate,194,0,194,1016,3,1019,4,0,4,2,0,2,1216,3,1219,1.4322809573605612e-05
Bihar,2002,Educational Standard - Post-Graduate,23,0,23,169,4,173,1,0,1,0,0,0,193,4,197,2.3146788236261733e-06
Bihar,2002,Educational Standard - Holding technical degree/diploma etc,11,0,11,90,2,92,0,0,0,0,0,0,101,2,103,1.210212785956832e-06
Bihar,2003,Educational Standard - Illiterate,1887,66,1953,13373,655,14028,1,0,1,27,0,27,15288,721,16009,0.00018354945596716312
Bihar,2003,Educational Standard - Below Class X,2236,25,2261,11473,261,11734,17,0,17,52,0,52,13778,286,14064,0.00016124926908127817
Bihar,2003,Educational Standard - Class X and above but below graduate,628,4,632,4784,27,4811,3,0,3,10,0,10,5425,31,5456,6.255517719762895e-05
Bihar,2003,Educational Standard - Graduate,173,0,173,1328,0,1328,1,0,1,0,0,0,1502,0,1502,1.7221018356092135e-05
Bihar,2003,Educational Standard - Post-Graduate,36,0,36,176,0,176,0,0,0,0,0,0,212,0,212,2.4306630436028848e-06
Bihar,2003,Educational Standard - Holding technical degree/diploma etc,14,9,23,55,2,57,0,0,0,0,0,0,69,11,80,9.172313372086357e-07
Bihar,2004,Educational Standard - Illiterate,1880,98,1978,10259,472,10731,8,0,8,55,0,55,12202,570,12772,0.00014297708470933292
Bihar,2004,Educational Standard - Below Class X,2653,29,2682,11001,219,11220,33,0,33,44,0,44,13731,248,13979,0.00015648893416471695
Bihar,2004,Educational Standard - Class X and above but below graduate,646,2,648,4130,40,4170,22,0,22,11,0,11,4809,42,4851,5.430487299757078e-05
Bihar,2004,Educational Standard - Graduate,162,1,163,1023,11,1034,2,0,2,3,0,3,1190,12,1202,1.345587659102867e-05
Bihar,2004,Educational Standard - Post-Graduate,36,0,36,166,1,167,0,0,0,0,0,0,202,1,203,2.272498292827637e-06
Bihar,2004,Educational Standard - Holding technical degree/diploma etc,13,0,13,53,0,53,0,0,0,0,0,0,66,0,66,7.388418094907589e-07
Bihar,2005,Educational Standard - Illiterate,138,98,236,7201,718,7919,0,0,0,8,0,8,7347,816,8163,8.92726298406588e-05
Bihar,2005,Educational Standard - Below Class X,3223,26,3249,29720,480,30200,0,0,0,182,0,182,33125,506,33631,0.0003677971106420674
Bihar,2005,Educational Standard - Class X and above but below graduate,2124,0,2124,978,0,978,0,0,0,0,0,0,3102,0,3102,3.392425551460537e-05
Bihar,2005,Educational Standard - Graduate,0,0,0,922,0,922,0,0,0,0,0,0,922,0,922,1.0083224882161878e-05
Bihar,2005,Educational Standard - Post-Graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Bihar,2005,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Bihar,2006,Educational Standard - Illiterate,2067,86,2153,14050,659,14709,0,0,0,40,0,40,16157,745,16902,0.00018067536798896836
Bihar,2006,Educational Standard - Below Class X,3585,56,3641,14681,445,15126,0,0,0,58,0,58,18324,501,18825,0.00020123144020780552
Bihar,2006,Educational Standard - Class X and above but below graduate,767,7,774,5711,154,5865,0,0,0,35,0,35,6513,161,6674,7.134229120567831e-05
Bihar,2006,Educational Standard - Graduate,154,0,154,1447,11,1458,0,0,0,8,0,8,1609,11,1620,1.7317127922265337e-05
Bihar,2006,Educational Standard - Post-Graduate,27,0,27,134,0,134,0,0,0,0,0,0,161,0,161,1.7210232070893329e-06
Bihar,2006,Educational Standard - Holding technical degree/diploma etc,16,0,16,83,0,83,0,0,0,0,0,0,99,0,99,1.0582689285828817e-06
Bihar,2007,Educational Standard - Illiterate,1813,72,1885,10381,579,10960,0,0,0,5,0,5,12199,651,12850,0.00013433132271924232
Bihar,2007,Educational Standard - Below Class X,3399,57,3456,15316,441,15757,0,0,0,21,0,21,18736,498,19234,0.0002010683783020939
Bihar,2007,Educational Standard - Class X and above but below graduate,711,7,718,4957,126,5083,15,0,15,4,0,4,5687,133,5820,6.084111270241169e-05
Bihar,2007,Educational Standard - Graduate,163,0,163,1298,10,1308,7,0,7,2,0,2,1470,10,1480,1.5471623161438024e-05
Bihar,2007,Educational Standard - Post-Graduate,26,0,26,123,0,123,2,0,2,0,0,0,151,0,151,1.5785237144440147e-06
Bihar,2007,Educational Standard - Holding technical degree/diploma etc,18,0,18,85,0,85,0,0,0,0,0,0,103,0,103,1.0767413416406192e-06
Bihar,2008,Educational Standard - Illiterate,1691,71,1762,8791,526,9317,0,0,0,7,0,7,10489,597,11086,0.0001133897247593818
Bihar,2008,Educational Standard - Below Class X,3294,50,3344,15272,427,15699,0,0,0,22,0,22,18588,477,19065,0.0001950004602685923
Bihar,2008,Educational Standard - Class X and above but below graduate,702,8,710,5077,130,5207,17,0,17,5,0,5,5801,138,5939,6.074522599187882e-05
Bihar,2008,Educational Standard - Graduate,140,2,142,1201,13,1214,4,0,4,5,0,5,1350,15,1365,1.3961480632920456e-05
Bihar,2008,Educational Standard - Post-Graduate,23,0,23,120,2,122,3,0,3,0,0,0,146,2,148,1.513772259100533e-06
Bihar,2008,Educational Standard - Holding technical degree/diploma etc,18,0,18,88,0,88,0,0,0,0,0,0,106,0,106,1.0841882396260574e-06
Bihar,2009,Educational Standard - Illiterate,1821,62,1883,8360,444,8804,0,0,0,1,0,1,10182,506,10688,0.00010700948147258182
Bihar,2009,Educational Standard - Below Class X,2814,37,2851,13719,351,14070,3,0,3,2,1,3,16538,389,16927,0.0001694750648284424
Bihar,2009,Educational Standard - Class X and above but below graduate,643,7,650,3952,108,4060,3,0,3,3,0,3,4601,115,4716,4.721713273060403e-05
Bihar,2009,Educational Standard - Graduate,112,2,114,1024,11,1035,3,0,3,0,0,0,1139,13,1152,1.1533956086865107e-05
Bihar,2009,Educational Standard - Post-Graduate,19,0,19,119,3,122,1,0,1,0,0,0,139,3,142,1.4217202815406642e-06
Bihar,2009,Educational Standard - Holding technical degree/diploma etc,14,0,14,72,0,72,0,0,0,0,0,0,86,0,86,8.610418606513881e-07
Bihar,2010,Educational Standard - Illiterate,1488,49,1537,8062,380,8442,0,0,0,4,0,4,9554,429,9983,9.788310504073968e-05
Bihar,2010,Educational Standard - Below Class X,2966,53,3019,11272,310,11582,6,0,6,10,0,10,14254,363,14617,0.00014331937757993508
Bihar,2010,Educational Standard - Class X and above but below graduate,579,13,592,3197,75,3272,18,0,18,5,0,5,3799,88,3887,3.811195324986028e-05
Bihar,2010,Educational Standard - Graduate,103,4,107,905,7,912,8,0,8,0,0,0,1016,11,1027,1.0069713400464757e-05
Bihar,2010,Educational Standard - Post-Graduate,18,0,18,97,1,98,2,0,2,0,0,0,117,1,118,1.1569875182617733e-06
Bihar,2010,Educational Standard - Holding technical degree/diploma etc,12,0,12,56,0,56,0,0,0,0,0,0,68,0,68,6.667385698457676e-07
Bihar,2011,Educational Standard - Illiterate,1281,43,1324,7011,395,7406,3,0,3,3,0,3,8298,438,8736,8.392011450638335e-05
Bihar,2011,Educational Standard - Below Class X,2042,39,2081,9327,333,9660,2,0,2,6,0,6,11377,372,11749,0.00011286371627008905
Bihar,2011,Educational Standard - Class X and above but below graduate,907,3,910,4788,52,4840,3,0,3,1,0,1,5699,55,5754,5.527430618930057e-05
Bihar,2011,Educational Standard - Graduate,225,1,226,1245,9,1254,0,0,0,2,0,2,1472,10,1482,1.4236447996618603e-05
Bihar,2011,Educational Standard - Post-Graduate,41,0,41,190,6,196,0,0,0,1,0,1,232,6,238,2.2862851708469824e-06
Bihar,2011,Educational Standard - Holding technical degree/diploma etc,12,0,12,61,0,61,0,0,0,0,0,0,73,0,73,7.012555355959231e-07
Chandigarh,2001,Educational Standard - Illiterate,18,2,20,69,6,75,0,0,0,0,0,0,87,8,95,0.00010543840177580466
Chandigarh,2001,Educational Standard - Below Class X,35,1,36,84,5,89,0,0,0,0,0,0,119,6,125,0.00013873473917869035
Chandigarh,2001,Educational Standard - Class X and above but below graduate,39,3,42,116,6,122,0,0,0,0,0,0,155,9,164,0.00018201997780244172
Chandigarh,2001,Educational Standard - Graduate,4,0,4,37,1,38,0,0,0,0,0,0,41,1,42,4.661487236403996e-05
Chandigarh,2001,Educational Standard - Post-Graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Chandigarh,2001,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Chandigarh,2002,Educational Standard - Illiterate,29,3,32,67,6,73,0,0,0,0,0,0,96,9,105,0.00011457878655608905
Chandigarh,2002,Educational Standard - Below Class X,22,1,23,80,3,83,0,0,0,0,0,0,102,4,106,0.00011567001309471846
Chandigarh,2002,Educational Standard - Class X and above but below graduate,34,2,36,102,3,105,0,0,0,0,0,0,136,5,141,0.00015386294194674814
Chandigarh,2002,Educational Standard - Graduate,18,1,19,65,4,69,0,0,0,0,0,0,83,5,88,9.602793539938891e-05
Chandigarh,2002,Educational Standard - Post-Graduate,1,0,1,15,0,15,0,0,0,0,0,0,16,0,16,1.7459624618070713e-05
Chandigarh,2002,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Chandigarh,2003,Educational Standard - Illiterate,40,2,42,85,3,88,0,0,0,0,0,0,125,5,130,0.00013951491736424124
Chandigarh,2003,Educational Standard - Below Class X,34,3,37,121,5,126,0,0,0,0,0,0,155,8,163,0.00017493024254131787
Chandigarh,2003,Educational Standard - Class X and above but below graduate,42,3,45,110,6,116,0,0,0,0,0,0,152,9,161,0.00017278385919725263
Chandigarh,2003,Educational Standard - Graduate,12,1,13,36,3,39,0,0,0,0,0,0,48,4,52,5.5805966945696505e-05
Chandigarh,2003,Educational Standard - Post-Graduate,3,0,3,5,1,6,0,0,0,0,0,0,8,1,9,9.658725048293625e-06
Chandigarh,2003,Educational Standard - Holding technical degree/diploma etc,4,0,4,6,0,6,0,0,0,0,0,0,10,0,10,1.0731916720326251e-05
Chandigarh,2004,Educational Standard - Illiterate,36,3,39,112,4,116,0,0,0,0,0,0,148,7,155,0.0001636402027027027
Chandigarh,2004,Educational Standard - Below Class X,29,2,31,128,8,136,0,0,0,0,0,0,157,10,167,0.0001763091216216216
Chandigarh,2004,Educational Standard - Class X and above but below graduate,39,2,41,142,8,150,0,0,0,0,0,0,181,10,191,0.00020164695945945946
Chandigarh,2004,Educational Standard - Graduate,6,0,6,12,2,14,0,0,0,0,0,0,18,2,20,2.1114864864864866e-05
Chandigarh,2004,Educational Standard - Post-Graduate,1,0,1,8,1,9,0,0,0,0,0,0,9,1,10,1.0557432432432433e-05
Chandigarh,2004,Educational Standard - Holding technical degree/diploma etc,2,0,2,3,1,4,0,0,0,0,0,0,5,1,6,6.334459459459459e-06
Chandigarh,2005,Educational Standard - Illiterate,32,3,35,115,8,123,0,0,0,0,0,0,147,11,158,0.00016413879077498443
Chandigarh,2005,Educational Standard - Below Class X,18,2,20,96,4,100,0,0,0,0,0,0,114,6,120,0.0001246623727404945
Chandigarh,2005,Educational Standard - Class X and above but below graduate,14,1,15,88,4,92,0,0,0,0,0,0,102,5,107,0.00011115728236027426
Chandigarh,2005,Educational Standard - Graduate,9,0,9,32,3,35,0,0,0,0,0,0,41,3,44,4.570953667151465e-05
Chandigarh,2005,Educational Standard - Post-Graduate,4,0,4,12,0,12,0,0,0,0,0,0,16,0,16,1.66216496987326e-05
Chandigarh,2005,Educational Standard - Holding technical degree/diploma etc,1,0,1,8,1,9,0,0,0,0,0,0,9,1,10,1.0388531061707875e-05
Chandigarh,2006,Educational Standard - Illiterate,40,3,43,94,4,98,0,0,0,0,0,0,134,7,141,0.0001441717791411043
Chandigarh,2006,Educational Standard - Below Class X,25,1,26,111,5,116,0,0,0,0,0,0,136,6,142,0.00014519427402862986
Chandigarh,2006,Educational Standard - Class X and above but below graduate,22,1,23,74,6,80,0,0,0,0,0,0,96,7,103,0.00010531697341513293
Chandigarh,2006,Educational Standard - Graduate,12,2,14,24,3,27,0,0,0,0,0,0,36,5,41,4.1922290388548056e-05
Chandigarh,2006,Educational Standard - Post-Graduate,1,0,1,6,0,6,0,0,0,0,0,0,7,0,7,7.1574642126789366e-06
Chandigarh,2006,Educational Standard - Holding technical degree/diploma etc,0,0,0,3,1,4,0,0,0,0,0,0,3,1,4,4.089979550102249e-06
Chandigarh,2007,Educational Standard - Illiterate,48,2,50,107,4,111,0,0,0,0,0,0,155,6,161,0.0001620696597543789
Chandigarh,2007,Educational Standard - Below Class X,37,1,38,116,3,119,0,0,0,0,0,0,153,4,157,0.0001580430843567546
Chandigarh,2007,Educational Standard - Class X and above but below graduate,38,1,39,102,3,105,0,0,0,0,0,0,140,4,144,0.00014495671431447553
Chandigarh,2007,Educational Standard - Graduate,14,1,15,11,2,13,0,0,0,0,0,0,25,3,28,2.8186027783370244e-05
Chandigarh,2007,Educational Standard - Post-Graduate,1,0,1,2,0,2,0,0,0,0,0,0,3,0,3,3.0199315482182403e-06
Chandigarh,2007,Educational Standard - Holding technical degree/diploma etc,3,0,3,4,1,5,0,0,0,0,0,0,7,1,8,8.05315079524864e-06
Chandigarh,2008,Educational Standard - Illiterate,32,2,34,64,3,67,0,0,0,0,0,0,96,5,101,0.00010011895321173672
Chandigarh,2008,Educational Standard - Below Class X,48,0,48,96,2,98,0,0,0,0,0,0,144,2,146,0.00014472640761300555
Chandigarh,2008,Educational Standard - Class X and above but below graduate,92,3,95,130,3,133,0,0,0,0,0,0,222,6,228,0.0002260111022997621
Chandigarh,2008,Educational Standard - Graduate,9,0,9,20,2,22,0,0,0,0,0,0,29,2,31,3.0729579698651864e-05
Chandigarh,2008,Educational Standard - Post-Graduate,1,0,1,10,2,12,0,0,0,0,0,0,11,2,13,1.288659793814433e-05
Chandigarh,2008,Educational Standard - Holding technical degree/diploma etc,1,0,1,6,0,6,0,0,0,0,0,0,7,0,7,6.938937351308485e-06
Chandigarh,2009,Educational Standard - Illiterate,52,2,54,92,5,97,0,0,0,0,0,0,144,7,151,0.00014743214215973442
Chandigarh,2009,Educational Standard - Below Class X,64,2,66,106,7,113,0,0,0,0,0,0,170,9,179,0.00017477055262644014
Chandigarh,2009,Educational Standard - Class X and above but below graduate,98,3,101,140,6,146,0,0,0,0,0,0,238,9,247,0.00024116383518843975
Chandigarh,2009,Educational Standard - Graduate,12,0,12,18,2,20,0,0,0,0,0,0,30,2,32,3.124389767623511e-05
Chandigarh,2009,Educational Standard - Post-Graduate,4,0,4,13,0,13,0,0,0,0,0,0,17,0,17,1.6598320640499902e-05
Chandigarh,2009,Educational Standard - Holding technical degree/diploma etc,5,2,7,10,0,10,0,0,0,0,0,0,15,2,17,1.6598320640499902e-05
Chandigarh,2010,Educational Standard - Illiterate,46,3,49,87,4,91,0,0,0,0,0,0,133,7,140,0.00013466717968449403
Chandigarh,2010,Educational Standard - Below Class X,57,1,58,105,5,110,0,0,0,0,0,0,162,6,168,0.00016160061562139284
Chandigarh,2010,Educational Standard - Class X and above but below graduate,92,4,96,155,7,162,0,0,0,0,0,0,247,11,258,0.00024817237398999615
Chandigarh,2010,Educational Standard - Graduate,10,1,11,28,3,31,0,0,0,0,0,0,38,4,42,4.040015390534821e-05
Chandigarh,2010,Educational Standard - Post-Graduate,2,0,2,21,0,21,0,0,0,0,0,0,23,0,23,2.2123893805309735e-05
Chandigarh,2010,Educational Standard - Holding technical degree/diploma etc,4,1,5,4,0,4,0,0,0,0,0,0,8,1,9,8.657175836860331e-06
Chandigarh,2011,Educational Standard - Illiterate,43,2,45,76,3,79,0,0,0,0,0,0,119,5,124,0.00011753554502369668
Chandigarh,2011,Educational Standard - Below Class X,84,1,85,109,7,116,0,0,0,0,0,0,193,8,201,0.000190521327014218
Chandigarh,2011,Educational Standard - Class X and above but below graduate,96,2,98,145,3,148,0,0,0,0,0,0,241,5,246,0.00023317535545023697
Chandigarh,2011,Educational Standard - Graduate,7,1,8,17,2,19,0,0,0,0,0,0,24,3,27,2.5592417061611373e-05
Chandigarh,2011,Educational Standard - Post-Graduate,3,0,3,12,0,12,0,0,0,0,0,0,15,0,15,1.4218009478672985e-05
Chandigarh,2011,Educational Standard - Holding technical degree/diploma etc,3,0,3,9,1,10,0,0,0,0,0,0,12,1,13,1.2322274881516588e-05
Chhattisgarh,2001,Educational Standard - Illiterate,1642,103,1745,1704,129,1833,0,0,0,3,1,4,3349,233,3582,0.00017193049822405683
Chhattisgarh,2001,Educational Standard - Below Class X,2112,70,2182,2165,66,2231,3,0,3,5,0,5,4285,136,4421,0.00021220120956129404
Chhattisgarh,2001,Educational Standard - Class X and above but below graduate,580,11,591,636,9,645,1,0,1,0,0,0,1217,20,1237,5.937410002879908e-05
Chhattisgarh,2001,Educational Standard - Graduate,163,1,164,125,0,125,0,0,0,0,0,0,288,1,289,1.3871556110204473e-05
Chhattisgarh,2001,Educational Standard - Post-Graduate,41,0,41,74,0,74,0,0,0,0,0,0,115,0,115,5.519823365652299e-06
Chhattisgarh,2001,Educational Standard - Holding technical degree/diploma etc,10,0,10,13,0,13,0,0,0,0,0,0,23,0,23,1.1039646731304598e-06
Chhattisgarh,2002,Educational Standard - Illiterate,1413,103,1516,1632,132,1764,0,0,0,4,0,4,3049,235,3284,0.00015414149663695546
Chhattisgarh,2002,Educational Standard - Below Class X,2621,79,2700,1985,73,2058,1,0,1,4,0,4,4611,152,4763,0.0002235614946655965
Chhattisgarh,2002,Educational Standard - Class X and above but below graduate,639,17,656,837,18,855,0,0,0,0,0,0,1476,35,1511,7.092198581560284e-05
Chhattisgarh,2002,Educational Standard - Graduate,107,2,109,176,2,178,0,0,0,0,0,0,283,4,287,1.3470952964313709e-05
Chhattisgarh,2002,Educational Standard - Post-Graduate,43,1,44,101,0,101,0,0,0,0,0,0,144,1,145,6.805882159670689e-06
Chhattisgarh,2002,Educational Standard - Holding technical degree/diploma etc,11,0,11,5,0,5,0,0,0,0,0,0,16,0,16,7.509938934809037e-07
Chhattisgarh,2003,Educational Standard - Illiterate,1480,91,1571,1659,113,1772,1,0,1,3,0,3,3143,204,3347,0.00015369991091191302
Chhattisgarh,2003,Educational Standard - Below Class X,2433,88,2521,1661,34,1695,2,0,2,5,0,5,4101,122,4223,0.0001939273151422195
Chhattisgarh,2003,Educational Standard - Class X and above but below graduate,540,17,557,519,11,530,0,0,0,2,0,2,1061,28,1089,5.00087251219221e-05
